# D2Common.dll Data Todo List
# Format: [ ] name @ address (N xrefs)
# Generated by extract_ghidra_data_REST.ps1 on 10/16/2025 01:22:55
# Using list_data_items_by_xrefs endpoint (v1.7.4+)
# Total data items: 5000
# Total items fetched: 5000
# Sorted by xref count (highest first)
# Items with 0 xrefs excluded by API
#

[X] GlobalDataTables @ 6fde9e1c (511 xrefs)
[ ] s_save_param_bits_6fdddff0 @ 6fdddff0 (1 xrefs)
[ ] s_save_add_6fdde000 @ 6fdde000 (1 xrefs)
[ ] s_save_bits_6fdde00c @ 6fdde00c (1 xrefs)
[ ] s_minaccr_6fdde018 @ 6fdde018 (1 xrefs)
[ ] s_valshift_6fdde020 @ 6fdde020 (1 xrefs)
[ ] s_send_param_bits_6fdde02c @ 6fdde02c (1 xrefs)
[ ] s_send_bits_6fdde03c @ 6fdde03c (1 xrefs)
[ ] s_itemratio_6fdde048 @ 6fdde048 (1 xrefs)
[ ] s_NormalDivisor_6fdde054 @ 6fdde054 (1 xrefs)
[ ] s_Normal_6fdde064 @ 6fdde064 (1 xrefs)
[ ] s_HiQualityDivisor_6fdde06c @ 6fdde06c (1 xrefs)
[ ] s_HiQuality_6fdde080 @ 6fdde080 (1 xrefs)
[ ] s_MagicMin_6fdde08c @ 6fdde08c (1 xrefs)
[ ] s_MagicDivisor_6fdde098 @ 6fdde098 (1 xrefs)
[ ] s_Magic_6fdde0a8 @ 6fdde0a8 (1 xrefs)
[ ] s_SetMin_6fdde0b0 @ 6fdde0b0 (1 xrefs)
[ ] s_SetDivisor_6fdde0b8 @ 6fdde0b8 (1 xrefs)
[ ] s_RareMin_6fdde0c8 @ 6fdde0c8 (1 xrefs)
[ ] s_RareDivisor_6fdde0d0 @ 6fdde0d0 (1 xrefs)
[ ] s_UniqueMin_6fdde0e4 @ 6fdde0e4 (1 xrefs)
[ ] s_UniqueDivisor_6fdde0f0 @ 6fdde0f0 (1 xrefs)
[ ] s_Unique_6fdde100 @ 6fdde100 (1 xrefs)
[ ] s_Class_Specific_6fdde108 @ 6fdde108 (1 xrefs)
[ ] s_Version_6fdde120 @ 6fdde120 (1 xrefs)
[ ] s_lowqualityitems_6fdde128 @ 6fdde128 (1 xrefs)
[ ] s_books_6fdde138 @ 6fdde138 (1 xrefs)
[ ] s_costpercharge_6fdde140 @ 6fdde140 (1 xrefs)
[ ] s_basecost_6fdde150 @ 6fdde150 (1 xrefs)
[ ] s_bookskill_6fdde15c @ 6fdde15c (1 xrefs)
[ ] s_scrollskill_6fdde168 @ 6fdde168 (1 xrefs)
[ ] s_bookspellcode_6fdde174 @ 6fdde174 (1 xrefs)
[ ] s_scrollspellcode_6fdde184 @ 6fdde184 (1 xrefs)
[ ] s_shieldmod3max_6fdde19c @ 6fdde19c (1 xrefs)
[ ] s_shieldmod3min_6fdde1ac @ 6fdde1ac (1 xrefs)
[ ] s_shieldmod3param_6fdde1bc @ 6fdde1bc (1 xrefs)
[ ] s_shieldmod3code_6fdde1cc @ 6fdde1cc (1 xrefs)
[ ] s_shieldmod2max_6fdde1dc @ 6fdde1dc (1 xrefs)
[ ] s_shieldmod2min_6fdde1ec @ 6fdde1ec (1 xrefs)
[ ] s_shieldmod2param_6fdde1fc @ 6fdde1fc (1 xrefs)
[ ] s_shieldmod2code_6fdde20c @ 6fdde20c (1 xrefs)
[ ] s_shieldmod1max_6fdde21c @ 6fdde21c (1 xrefs)
[ ] s_shieldmod1min_6fdde22c @ 6fdde22c (1 xrefs)
[ ] s_shieldmod1param_6fdde23c @ 6fdde23c (1 xrefs)
[ ] s_shieldmod1code_6fdde24c @ 6fdde24c (1 xrefs)
[ ] s_helmmod3max_6fdde25c @ 6fdde25c (1 xrefs)
[ ] s_helmmod3min_6fdde268 @ 6fdde268 (1 xrefs)
[ ] s_helmmod3param_6fdde274 @ 6fdde274 (1 xrefs)
[ ] s_helmmod3code_6fdde284 @ 6fdde284 (1 xrefs)
[ ] s_helmmod2max_6fdde294 @ 6fdde294 (1 xrefs)
[ ] s_helmmod2min_6fdde2a0 @ 6fdde2a0 (1 xrefs)
[ ] s_helmmod2param_6fdde2ac @ 6fdde2ac (1 xrefs)
[ ] s_helmmod2code_6fdde2bc @ 6fdde2bc (1 xrefs)
[ ] s_helmmod1max_6fdde2cc @ 6fdde2cc (1 xrefs)
[ ] s_helmmod1min_6fdde2d8 @ 6fdde2d8 (1 xrefs)
[ ] s_helmmod1param_6fdde2e4 @ 6fdde2e4 (1 xrefs)
[ ] s_helmmod1code_6fdde2f4 @ 6fdde2f4 (1 xrefs)
[ ] s_weaponmod3max_6fdde304 @ 6fdde304 (1 xrefs)
[ ] s_weaponmod3min_6fdde314 @ 6fdde314 (1 xrefs)
[ ] s_weaponmod3param_6fdde324 @ 6fdde324 (1 xrefs)
[ ] s_weaponmod3code_6fdde334 @ 6fdde334 (1 xrefs)
[ ] s_weaponmod2max_6fdde344 @ 6fdde344 (1 xrefs)
[ ] s_weaponmod2min_6fdde354 @ 6fdde354 (1 xrefs)
[ ] s_weaponmod2param_6fdde364 @ 6fdde364 (1 xrefs)
[ ] s_weaponmod2code_6fdde374 @ 6fdde374 (1 xrefs)
[ ] s_weaponmod1max_6fdde384 @ 6fdde384 (1 xrefs)
[ ] s_weaponmod1min_6fdde394 @ 6fdde394 (1 xrefs)
[ ] s_weaponmod1param_6fdde3a4 @ 6fdde3a4 (1 xrefs)
[ ] s_weaponmod1code_6fdde3b4 @ 6fdde3b4 (1 xrefs)
[ ] s_letter_6fdde3d0 @ 6fdde3d0 (1 xrefs)
[ ] s_qualityitems_6fdde3d8 @ 6fdde3d8 (1 xrefs)
[ ] s_gloves_6fdde3e8 @ 6fdde3e8 (1 xrefs)
[ ] s_boots_6fdde3f0 @ 6fdde3f0 (1 xrefs)
[ ] s_staff_6fdde3fc @ 6fdde3fc (1 xrefs)
[ ] s_scepter_6fdde40c @ 6fdde40c (1 xrefs)
[ ] s_effect2_6fdde424 @ 6fdde424 (1 xrefs)
[ ] s_effect1_6fdde42c @ 6fdde42c (1 xrefs)
[ ] s_setitems_6fdde43c @ 6fdde43c (1 xrefs)
[ ] s_amax5b_6fdde448 @ 6fdde448 (1 xrefs)
[ ] s_amin5b_6fdde450 @ 6fdde450 (1 xrefs)
[ ] s_apar5b_6fdde458 @ 6fdde458 (1 xrefs)
[ ] s_aprop5b_6fdde460 @ 6fdde460 (1 xrefs)
[ ] s_amax5a_6fdde468 @ 6fdde468 (1 xrefs)
[ ] s_amin5a_6fdde470 @ 6fdde470 (1 xrefs)
[ ] s_apar5a_6fdde478 @ 6fdde478 (1 xrefs)
[ ] s_aprop5a_6fdde480 @ 6fdde480 (1 xrefs)
[ ] s_amax4b_6fdde488 @ 6fdde488 (1 xrefs)
[ ] s_amin4b_6fdde490 @ 6fdde490 (1 xrefs)
[ ] s_apar4b_6fdde498 @ 6fdde498 (1 xrefs)
[ ] s_aprop4b_6fdde4a0 @ 6fdde4a0 (1 xrefs)
[ ] s_amax4a_6fdde4a8 @ 6fdde4a8 (1 xrefs)
[ ] s_amin4a_6fdde4b0 @ 6fdde4b0 (1 xrefs)
[ ] s_apar4a_6fdde4b8 @ 6fdde4b8 (1 xrefs)
[ ] s_aprop4a_6fdde4c0 @ 6fdde4c0 (1 xrefs)
[ ] s_amax3b_6fdde4c8 @ 6fdde4c8 (1 xrefs)
[ ] s_amin3b_6fdde4d0 @ 6fdde4d0 (1 xrefs)
[ ] s_apar3b_6fdde4d8 @ 6fdde4d8 (1 xrefs)
[ ] s_aprop3b_6fdde4e0 @ 6fdde4e0 (1 xrefs)
[ ] s_amax3a_6fdde4e8 @ 6fdde4e8 (1 xrefs)
[ ] s_amin3a_6fdde4f0 @ 6fdde4f0 (1 xrefs)
[ ] s_apar3a_6fdde4f8 @ 6fdde4f8 (1 xrefs)
[ ] s_aprop3a_6fdde500 @ 6fdde500 (1 xrefs)
[ ] s_amax2b_6fdde508 @ 6fdde508 (1 xrefs)
[ ] s_amin2b_6fdde510 @ 6fdde510 (1 xrefs)
[ ] s_apar2b_6fdde518 @ 6fdde518 (1 xrefs)
[ ] s_aprop2b_6fdde520 @ 6fdde520 (1 xrefs)
[ ] s_amax2a_6fdde528 @ 6fdde528 (1 xrefs)
[ ] s_amin2a_6fdde530 @ 6fdde530 (1 xrefs)
[ ] s_apar2a_6fdde538 @ 6fdde538 (1 xrefs)
[ ] s_aprop2a_6fdde540 @ 6fdde540 (1 xrefs)
[ ] s_amax1b_6fdde548 @ 6fdde548 (1 xrefs)
[ ] s_amin1b_6fdde550 @ 6fdde550 (1 xrefs)
[ ] s_apar1b_6fdde558 @ 6fdde558 (1 xrefs)
[ ] s_aprop1b_6fdde560 @ 6fdde560 (1 xrefs)
[ ] s_amax1a_6fdde568 @ 6fdde568 (1 xrefs)
[ ] s_amin1a_6fdde570 @ 6fdde570 (1 xrefs)
[ ] s_apar1a_6fdde578 @ 6fdde578 (1 xrefs)
[ ] s_aprop1a_6fdde580 @ 6fdde580 (1 xrefs)
[ ] s_add_func_6fdde588 @ 6fdde588 (1 xrefs)
[ ] s_fmax8_6fdde5a8 @ 6fdde5a8 (1 xrefs)
[ ] s_fmin8_6fdde5b0 @ 6fdde5b0 (1 xrefs)
[ ] s_fparam8_6fdde5b8 @ 6fdde5b8 (1 xrefs)
[ ] s_fcode8_6fdde5c0 @ 6fdde5c0 (1 xrefs)
[ ] s_fmax7_6fdde5c8 @ 6fdde5c8 (1 xrefs)
[ ] s_fmin7_6fdde5d0 @ 6fdde5d0 (1 xrefs)
[ ] s_fparam7_6fdde5d8 @ 6fdde5d8 (1 xrefs)
[ ] s_fcode7_6fdde5e0 @ 6fdde5e0 (1 xrefs)
[ ] s_fmax6_6fdde5e8 @ 6fdde5e8 (1 xrefs)
[ ] s_fmin6_6fdde5f0 @ 6fdde5f0 (1 xrefs)
[ ] s_fparam6_6fdde5f8 @ 6fdde5f8 (1 xrefs)
[ ] s_fcode6_6fdde600 @ 6fdde600 (1 xrefs)
[ ] s_fmax5_6fdde608 @ 6fdde608 (1 xrefs)
[ ] s_fmin5_6fdde610 @ 6fdde610 (1 xrefs)
[ ] s_fparam5_6fdde618 @ 6fdde618 (1 xrefs)
[ ] s_fcode5_6fdde620 @ 6fdde620 (1 xrefs)
[ ] s_fmax4_6fdde628 @ 6fdde628 (1 xrefs)
[ ] s_fmin4_6fdde630 @ 6fdde630 (1 xrefs)
[ ] s_fparam4_6fdde638 @ 6fdde638 (1 xrefs)
[ ] s_fcode4_6fdde640 @ 6fdde640 (1 xrefs)
[ ] s_fmax3_6fdde648 @ 6fdde648 (1 xrefs)
[ ] s_fmin3_6fdde650 @ 6fdde650 (1 xrefs)
[ ] s_fparam3_6fdde658 @ 6fdde658 (1 xrefs)
[ ] s_fcode3_6fdde660 @ 6fdde660 (1 xrefs)
[ ] s_fmax2_6fdde668 @ 6fdde668 (1 xrefs)
[ ] s_fmin2_6fdde670 @ 6fdde670 (1 xrefs)
[ ] s_fparam2_6fdde678 @ 6fdde678 (1 xrefs)
[ ] s_fcode2_6fdde680 @ 6fdde680 (1 xrefs)
[ ] s_fmax1_6fdde688 @ 6fdde688 (1 xrefs)
[ ] s_fmin1_6fdde690 @ 6fdde690 (1 xrefs)
[ ] s_fparam1_6fdde698 @ 6fdde698 (1 xrefs)
[ ] s_fcode1_6fdde6a0 @ 6fdde6a0 (1 xrefs)
[ ] s_pmax5b_6fdde6a8 @ 6fdde6a8 (1 xrefs)
[ ] s_pmin5b_6fdde6b0 @ 6fdde6b0 (1 xrefs)
[ ] s_pparam5b_6fdde6b8 @ 6fdde6b8 (1 xrefs)
[ ] s_pcode5b_6fdde6c4 @ 6fdde6c4 (1 xrefs)
[ ] s_pmax5a_6fdde6cc @ 6fdde6cc (1 xrefs)
[ ] s_pmin5a_6fdde6d4 @ 6fdde6d4 (1 xrefs)
[ ] s_pparam5a_6fdde6dc @ 6fdde6dc (1 xrefs)
[ ] s_pcode5a_6fdde6e8 @ 6fdde6e8 (1 xrefs)
[ ] s_pmax4b_6fdde6f0 @ 6fdde6f0 (1 xrefs)
[ ] s_pmin4b_6fdde6f8 @ 6fdde6f8 (1 xrefs)
[ ] s_pparam4b_6fdde700 @ 6fdde700 (1 xrefs)
[ ] s_pcode4b_6fdde70c @ 6fdde70c (1 xrefs)
[ ] s_pmax4a_6fdde714 @ 6fdde714 (1 xrefs)
[ ] s_pmin4a_6fdde71c @ 6fdde71c (1 xrefs)
[ ] s_pparam4a_6fdde724 @ 6fdde724 (1 xrefs)
[ ] s_pcode4a_6fdde730 @ 6fdde730 (1 xrefs)
[ ] s_pmax3b_6fdde738 @ 6fdde738 (1 xrefs)
[ ] s_pmin3b_6fdde740 @ 6fdde740 (1 xrefs)
[ ] s_pparam3b_6fdde748 @ 6fdde748 (1 xrefs)
[ ] s_pcode3b_6fdde754 @ 6fdde754 (1 xrefs)
[ ] s_pmax3a_6fdde75c @ 6fdde75c (1 xrefs)
[ ] s_pmin3a_6fdde764 @ 6fdde764 (1 xrefs)
[ ] s_pparam3a_6fdde76c @ 6fdde76c (1 xrefs)
[ ] s_pcode3a_6fdde778 @ 6fdde778 (1 xrefs)
[ ] s_pmax2b_6fdde780 @ 6fdde780 (1 xrefs)
[ ] s_pmin2b_6fdde788 @ 6fdde788 (1 xrefs)
[ ] s_pparam2b_6fdde790 @ 6fdde790 (1 xrefs)
[ ] s_pcode2b_6fdde79c @ 6fdde79c (1 xrefs)
[ ] s_pmax2a_6fdde7a4 @ 6fdde7a4 (1 xrefs)
[ ] s_pmin2a_6fdde7ac @ 6fdde7ac (1 xrefs)
[ ] s_pparam2a_6fdde7b4 @ 6fdde7b4 (1 xrefs)
[ ] s_pcode2a_6fdde7c0 @ 6fdde7c0 (1 xrefs)
[ ] s_uniqueitems_6fdde7c8 @ 6fdde7c8 (1 xrefs)
[ ] s_max12_6fdde7d4 @ 6fdde7d4 (1 xrefs)
[ ] s_min12_6fdde7dc @ 6fdde7dc (1 xrefs)
[ ] s_par12_6fdde7e4 @ 6fdde7e4 (1 xrefs)
[ ] s_prop12_6fdde7ec @ 6fdde7ec (1 xrefs)
[ ] s_max11_6fdde7f4 @ 6fdde7f4 (1 xrefs)
[ ] s_min11_6fdde7fc @ 6fdde7fc (1 xrefs)
[ ] s_par11_6fdde804 @ 6fdde804 (1 xrefs)
[ ] s_prop11_6fdde80c @ 6fdde80c (1 xrefs)
[ ] s_max10_6fdde814 @ 6fdde814 (1 xrefs)
[ ] s_min10_6fdde81c @ 6fdde81c (1 xrefs)
[ ] s_par10_6fdde824 @ 6fdde824 (1 xrefs)
[ ] s_prop10_6fdde82c @ 6fdde82c (1 xrefs)
[ ] s_carry1_6fdde98c @ 6fdde98c (1 xrefs)
[ ] s_nolimit_6fdde994 @ 6fdde994 (1 xrefs)
[ ] s_rareprefix_6fdde9c0 @ 6fdde9c0 (1 xrefs)
[ ] s_raresuffix_6fdde9cc @ 6fdde9cc (1 xrefs)
[ ] s_automagic_6fdde9d8 @ 6fdde9d8 (1 xrefs)
[ ] s_magicprefix_6fdde9e4 @ 6fdde9e4 (1 xrefs)
[ ] s_magicsuffix_6fdde9f0 @ 6fdde9f0 (1 xrefs)
[ ] s_mod3max_6fdde9fc @ 6fdde9fc (1 xrefs)
[ ] s_mod3min_6fddea04 @ 6fddea04 (1 xrefs)
[ ] s_mod3param_6fddea0c @ 6fddea0c (1 xrefs)
[ ] s_mod3code_6fddea18 @ 6fddea18 (1 xrefs)
[ ] s_frequency_6fddea74 @ 6fddea74 (1 xrefs)
[ ] s_transformcolor_6fddea80 @ 6fddea80 (1 xrefs)
[ ] s_etype5_6fddea90 @ 6fddea90 (1 xrefs)
[ ] s_classlevelreq_6fddeaf0 @ 6fddeaf0 (1 xrefs)
[ ] s_classspecific_6fddeb00 @ 6fddeb00 (1 xrefs)
[ ] s_maxlevel_6fddeb10 @ 6fddeb10 (1 xrefs)
[ ] s_itemscode_6fddeb4c @ 6fddeb4c (1 xrefs)
[ ] s_weapons_6fddeb68 @ 6fddeb68 (1 xrefs)
[ ] s_Nameable_6fddeb9c @ 6fddeb9c (1 xrefs)
[ ] s_HellUpgrade_6fddeba8 @ 6fddeba8 (1 xrefs)
[ ] s_NightmareUpgrade_6fddebb4 @ 6fddebb4 (1 xrefs)
[ ] s_multibuy_6fddebc8 @ 6fddebc8 (1 xrefs)
[ ] s_PermStoreItem_6fddebd4 @ 6fddebd4 (1 xrefs)
[ ] s_InvTrans_6fddebe4 @ 6fddebe4 (1 xrefs)
[ ] s_Transform_6fddebf0 @ 6fddebf0 (1 xrefs)
[ ] s_TMogMax_6fddebfc @ 6fddebfc (1 xrefs)
[ ] s_TMogMin_6fddec04 @ 6fddec04 (1 xrefs)
[ ] s_TMogType_6fddec0c @ 6fddec0c (1 xrefs)
[ ] s_Transmogrify_6fddec18 @ 6fddec18 (1 xrefs)
[ ] s_DrehyaMagicLvl_6fddec28 @ 6fddec28 (1 xrefs)
[ ] s_DrehyaMagicMax_6fddec38 @ 6fddec38 (1 xrefs)
[ ] s_DrehyaMagicMin_6fddec48 @ 6fddec48 (1 xrefs)
[ ] s_DrehyaMax_6fddec58 @ 6fddec58 (1 xrefs)
[ ] s_DrehyaMin_6fddec64 @ 6fddec64 (1 xrefs)
[ ] s_LarzukMagicLvl_6fddec70 @ 6fddec70 (1 xrefs)
[ ] s_LarzukMagicMax_6fddec80 @ 6fddec80 (1 xrefs)
[ ] s_LarzukMagicMin_6fddec90 @ 6fddec90 (1 xrefs)
[ ] s_LarzukMax_6fddeca0 @ 6fddeca0 (1 xrefs)
[ ] s_LarzukMin_6fddecac @ 6fddecac (1 xrefs)
[ ] s_MalahMagicLvl_6fddecb8 @ 6fddecb8 (1 xrefs)
[ ] s_MalahMagicMax_6fddecc8 @ 6fddecc8 (1 xrefs)
[ ] s_MalahMagicMin_6fddecd8 @ 6fddecd8 (1 xrefs)
[ ] s_MalahMax_6fddece8 @ 6fddece8 (1 xrefs)
[ ] s_MalahMin_6fddecf4 @ 6fddecf4 (1 xrefs)
[ ] s_JamellaMagicLvl_6fdded00 @ 6fdded00 (1 xrefs)
[ ] s_JamellaMagicMax_6fdded10 @ 6fdded10 (1 xrefs)
[ ] s_JamellaMagicMin_6fdded20 @ 6fdded20 (1 xrefs)
[ ] s_JamellaMax_6fdded30 @ 6fdded30 (1 xrefs)
[ ] s_JamellaMin_6fdded3c @ 6fdded3c (1 xrefs)
[ ] s_HalbuMagicLvl_6fdded48 @ 6fdded48 (1 xrefs)
[ ] s_HalbuMagicMax_6fdded58 @ 6fdded58 (1 xrefs)
[ ] s_HalbuMagicMin_6fdded68 @ 6fdded68 (1 xrefs)
[ ] s_HalbuMax_6fdded78 @ 6fdded78 (1 xrefs)
[ ] s_HalbuMin_6fdded84 @ 6fdded84 (1 xrefs)
[ ] s_CainMagicLvl_6fdded90 @ 6fdded90 (1 xrefs)
[ ] s_CainMagicMax_6fddeda0 @ 6fddeda0 (1 xrefs)
[ ] s_CainMagicMin_6fddedb0 @ 6fddedb0 (1 xrefs)
[ ] s_CainMax_6fddedc0 @ 6fddedc0 (1 xrefs)
[ ] s_CainMin_6fddedc8 @ 6fddedc8 (1 xrefs)
[ ] s_AshearaMagicLvl_6fddedd0 @ 6fddedd0 (1 xrefs)
[ ] s_AshearaMagicMax_6fddede0 @ 6fddede0 (1 xrefs)
[ ] s_AshearaMagicMin_6fddedf0 @ 6fddedf0 (1 xrefs)
[ ] s_AshearaMax_6fddee00 @ 6fddee00 (1 xrefs)
[ ] s_AshearaMin_6fddee0c @ 6fddee0c (1 xrefs)
[ ] s_ElzixMagicLvl_6fddee18 @ 6fddee18 (1 xrefs)
[ ] s_ElzixMagicMax_6fddee28 @ 6fddee28 (1 xrefs)
[ ] s_ElzixMagicMin_6fddee38 @ 6fddee38 (1 xrefs)
[ ] s_ElzixMax_6fddee48 @ 6fddee48 (1 xrefs)
[ ] s_ElzixMin_6fddee54 @ 6fddee54 (1 xrefs)
[ ] s_OrmusMagicLvl_6fddee60 @ 6fddee60 (1 xrefs)
[ ] s_OrmusMagicMax_6fddee70 @ 6fddee70 (1 xrefs)
[ ] s_OrmusMagicMin_6fddee80 @ 6fddee80 (1 xrefs)
[ ] s_OrmusMax_6fddee90 @ 6fddee90 (1 xrefs)
[ ] s_OrmusMin_6fddee9c @ 6fddee9c (1 xrefs)
[ ] s_AlkorMagicLvl_6fddeea8 @ 6fddeea8 (1 xrefs)
[ ] s_AlkorMagicMax_6fddeeb8 @ 6fddeeb8 (1 xrefs)
[ ] s_AlkorMagicMin_6fddeec8 @ 6fddeec8 (1 xrefs)
[ ] s_AlkorMax_6fddeed8 @ 6fddeed8 (1 xrefs)
[ ] s_AlkorMin_6fddeee4 @ 6fddeee4 (1 xrefs)
[ ] s_HraltiMagicLvl_6fddeef0 @ 6fddeef0 (1 xrefs)
[ ] s_HraltiMagicMax_6fddef00 @ 6fddef00 (1 xrefs)
[ ] s_HraltiMagicMin_6fddef10 @ 6fddef10 (1 xrefs)
[ ] s_HraltiMax_6fddef20 @ 6fddef20 (1 xrefs)
[ ] s_HraltiMin_6fddef2c @ 6fddef2c (1 xrefs)
[ ] s_DrognanMagicLvl_6fddef38 @ 6fddef38 (1 xrefs)
[ ] s_DrognanMagicMax_6fddef48 @ 6fddef48 (1 xrefs)
[ ] s_DrognanMagicMin_6fddef58 @ 6fddef58 (1 xrefs)
[ ] s_DrognanMax_6fddef68 @ 6fddef68 (1 xrefs)
[ ] s_DrognanMin_6fddef74 @ 6fddef74 (1 xrefs)
[ ] s_LysanderMagicLvl_6fddef80 @ 6fddef80 (1 xrefs)
[ ] s_LysanderMagicMax_6fddef94 @ 6fddef94 (1 xrefs)
[ ] s_LysanderMagicMin_6fddefa8 @ 6fddefa8 (1 xrefs)
[ ] s_LysanderMax_6fddefbc @ 6fddefbc (1 xrefs)
[ ] s_LysanderMin_6fddefc8 @ 6fddefc8 (1 xrefs)
[ ] s_FaraMagicLvl_6fddefd4 @ 6fddefd4 (1 xrefs)
[ ] s_FaraMagicMax_6fddefe4 @ 6fddefe4 (1 xrefs)
[ ] s_FaraMagicMin_6fddeff4 @ 6fddeff4 (1 xrefs)
[ ] s_FaraMax_6fddf004 @ 6fddf004 (1 xrefs)
[ ] s_FaraMin_6fddf00c @ 6fddf00c (1 xrefs)
[ ] s_AkaraMagicLvl_6fddf014 @ 6fddf014 (1 xrefs)
[ ] s_AkaraMagicMax_6fddf024 @ 6fddf024 (1 xrefs)
[ ] s_AkaraMagicMin_6fddf034 @ 6fddf034 (1 xrefs)
[ ] s_AkaraMax_6fddf044 @ 6fddf044 (1 xrefs)
[ ] s_AkaraMin_6fddf050 @ 6fddf050 (1 xrefs)
[ ] s_GheedMagicLvl_6fddf05c @ 6fddf05c (1 xrefs)
[ ] s_GheedMagicMax_6fddf06c @ 6fddf06c (1 xrefs)
[ ] s_GheedMagicMin_6fddf07c @ 6fddf07c (1 xrefs)
[ ] s_GheedMax_6fddf08c @ 6fddf08c (1 xrefs)
[ ] s_GheedMin_6fddf098 @ 6fddf098 (1 xrefs)
[ ] s_CharsiMagicLvl_6fddf0a4 @ 6fddf0a4 (1 xrefs)
[ ] s_CharsiMagicMax_6fddf0b4 @ 6fddf0b4 (1 xrefs)
[ ] s_CharsiMagicMin_6fddf0c4 @ 6fddf0c4 (1 xrefs)
[ ] s_CharsiMax_6fddf0d4 @ 6fddf0d4 (1 xrefs)
[ ] s_CharsiMin_6fddf0e0 @ 6fddf0e0 (1 xrefs)
[ ] s_bitfield1_6fddf0ec @ 6fddf0ec (1 xrefs)
[ ] s_SkipName_6fddf0f8 @ 6fddf0f8 (1 xrefs)
[ ] s_spelldesccalc_6fddf104 @ 6fddf104 (1 xrefs)
[ ] s_spelldescstr_6fddf114 @ 6fddf114 (1 xrefs)
[ ] s_spelldesc_6fddf124 @ 6fddf124 (1 xrefs)
[ ] s_cstate2_6fddf164 @ 6fddf164 (1 xrefs)
[ ] s_cstate1_6fddf16c @ 6fddf16c (1 xrefs)
[ ] s_gemoffset_6fddf184 @ 6fddf184 (1 xrefs)
[ ] s_gemsockets_6fddf190 @ 6fddf190 (1 xrefs)
[ ] s_hasinv_6fddf19c @ 6fddf19c (1 xrefs)
[ ] s_qntwarning_6fddf1a4 @ 6fddf1a4 (1 xrefs)
[ ] s_durwarning_6fddf1b0 @ 6fddf1b0 (1 xrefs)
[ ] s_missiletype_6fddf1c8 @ 6fddf1c8 (1 xrefs)
[ ] s_autobelt_6fddf1d4 @ 6fddf1d4 (1 xrefs)
[ ] s_lightradius_6fddf1e8 @ 6fddf1e8 (1 xrefs)
[ ] s_transtbl_6fddf1f4 @ 6fddf1f4 (1 xrefs)
[ ] s_transparent_6fddf200 @ 6fddf200 (1 xrefs)
[ ] s_questdiffcheck_6fddf20c @ 6fddf20c (1 xrefs)
[ ] s_quest_6fddf21c @ 6fddf21c (1 xrefs)
[ ] s_subtype_6fddf254 @ 6fddf254 (1 xrefs)
[ ] s_useable_6fddf25c @ 6fddf25c (1 xrefs)
[ ] s_2handed_6fddf264 @ 6fddf264 (1 xrefs)
[ ] s_lspad_6fddf26c @ 6fddf26c (1 xrefs)
[ ] s_rspad_6fddf274 @ 6fddf274 (1 xrefs)
[ ] s_BetterGem_6fddf29c @ 6fddf29c (1 xrefs)
[ ] s_1or2handed_6fddf2a8 @ 6fddf2a8 (1 xrefs)
[ ] s_2handedwclass_6fddf2b4 @ 6fddf2b4 (1 xrefs)
[ ] s_wclass_6fddf2c4 @ 6fddf2c4 (1 xrefs)
[ ] s_ultracode_6fddf2cc @ 6fddf2cc (1 xrefs)
[ ] s_ubercode_6fddf2d8 @ 6fddf2d8 (1 xrefs)
[ ] s_normcode_6fddf2e4 @ 6fddf2e4 (1 xrefs)
[ ] s_component_6fddf2f8 @ 6fddf2f8 (1 xrefs)
[ ] s_nodurability_6fddf30c @ 6fddf30c (1 xrefs)
[ ] s_setinvfile_6fddf328 @ 6fddf328 (1 xrefs)
[ ] s_uniqueinvfile_6fddf334 @ 6fddf334 (1 xrefs)
[ ] s_spawnstack_6fddf358 @ 6fddf358 (1 xrefs)
[ ] s_maxstack_6fddf364 @ 6fddf364 (1 xrefs)
[ ] s_minstack_6fddf370 @ 6fddf370 (1 xrefs)
[ ] s_stackable_6fddf37c @ 6fddf37c (1 xrefs)
[ ] s_invheight_6fddf388 @ 6fddf388 (1 xrefs)
[ ] s_invwidth_6fddf394 @ 6fddf394 (1 xrefs)
[ ] s_dexbonus_6fddf3b0 @ 6fddf3b0 (1 xrefs)
[ ] s_strbonus_6fddf3bc @ 6fddf3bc (1 xrefs)
[ ] s_speed_6fddf3c8 @ 6fddf3c8 (1 xrefs)
[ ] s_rangeadder_6fddf3d0 @ 6fddf3d0 (1 xrefs)
[ ] s_absorbs_6fddf3dc @ 6fddf3dc (1 xrefs)
[ ] s_block_6fddf3e4 @ 6fddf3e4 (1 xrefs)
[ ] s_maxac_6fddf3ec @ 6fddf3ec (1 xrefs)
[ ] s_minac_6fddf3f4 @ 6fddf3f4 (1 xrefs)
[ ] s_maxmisdam_6fddf3fc @ 6fddf3fc (1 xrefs)
[ ] s_minmisdam_6fddf408 @ 6fddf408 (1 xrefs)
[ ] s_2handmaxdam_6fddf414 @ 6fddf414 (1 xrefs)
[ ] s_2handmindam_6fddf420 @ 6fddf420 (1 xrefs)
[ ] s_maxdam_6fddf42c @ 6fddf42c (1 xrefs)
[ ] s_mindam_6fddf434 @ 6fddf434 (1 xrefs)
[ ] s_alternategfx_6fddf450 @ 6fddf450 (1 xrefs)
[ ] s_gamble_cost_6fddf460 @ 6fddf460 (1 xrefs)
